Job_Title,Min_Salary,Max_Salary,Company,Ratings,Location,Headquarters,Size,Founded,Type_of_ownership,Industry,Sector,Revenue,Competitors
Data Scientist - TS/SCI Required,$95K,$119K,Phoenix Operations Group,5.0,"Baltimore, MD","Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),Unknown
Senior Principal Data Scientist (Python/R),$212K,$331K,Roche,4.1,"Pleasanton, CA","Basel, Switzerland",10000+ employees,1896,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, AstraZeneca, Siemens Healthineers"
"Real World Science, Data Scientist",$212K,$331K,AstraZeneca,4.0,"Wilmington, DE","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis"
Data Scientist,$212K,$331K,Creative Circle,3.6,United States,"Los Angeles, CA",201 to 500 employees,2002,Company - Public,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,"Aquent, 24 Seven Talent"
Data Scientist(s)/Machine Learning Engineer,$212K,$331K,Blue Horizon Tek Solutions,5.0,"New York, NY","Coconut Creek, FL",1 to 50 employees,1987,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Unknown
Senior Data Scientist,$212K,$331K,Maxar Technologies,3.5,"Herndon, VA","Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),Unknown
Data Scientist,$212K,$331K,Sharpedge Solutions Inc,4.7,"Seattle, WA","Lombard, IL",Unknown,,Company - Private,Publishing,Media,Less than $1 million (USD),Unknown
Data Scientist,$212K,$331K,Maxar Technologies,3.5,"Herndon, VA","Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),Unknown
Data Scientist,$212K,$331K,Alaka`ina Foundation Family of Companies,3.6,"Fort Sam Houston, TX","Honolulu, HI",501 to 1000 employees,,Government,Unknown,Unknown,Unknown / Non-Applicable,Unknown
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,$212K,$331K,Southwest Research Institute,3.9,"Oklahoma City, OK","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International"
Data Scientist,$212K,$331K,Hexagon US Federal,2.7,"Lexington Park, MD","Chantilly, VA",51 to 200 employees,2010,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,Unknown
Data Science Software Engineer,$212K,$331K,Klaviyo,4.8,"Boston, MA","Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Unknown
"Scientist / Group Lead, Cancer Biology",$212K,$331K,Monte Rosa Therapeutics,,"Cambridge, MA",not available,Unknown,,Unknown,Unknown,Unknown,Unknown / Non-Applicable,Unknown
Data Scientist,$212K,$331K,Comtech Global Inc,4.0,"Washington, DC","Columbus, OH",51 to 200 employees,,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),Unknown
Data Scientist,$212K,$331K,"Aveshka, Inc.",3.8,"Washington, DC","Arlington, VA",51 to 200 employees,2010,Company - Public,IT Services,Information Technology,$10 to $25 million (USD),Unknown
"Manager, Field Application Scientist, Southeast",$212K,$331K,10x Genomics,4.2,"Raleigh, NC","Pleasanton, CA",501 to 1000 employees,2012,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Unknown
COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING,$212K,$331K,Southwest Research Institute,3.9,"Dayton, OH","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International"
Data Scientist,$212K,$331K,CompuForce,,"New York, NY","New York, NY",Unknown,,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,Unknown
Data Scientist,$212K,$331K,Smith Hanley Associates,4.5,"Washington, DC","New York, 061",1 to 50 employees,1980,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,"Kforce, PageGroup, Robert Half"
Scientist - Machine Learning,$212K,$331K,Allen Institute,3.5,"Seattle, WA","Seattle, WA",201 to 500 employees,2003,Nonprofit Organization,Research & Development,Business Services,$100 to $500 million (USD),Unknown
Data Scientist,$212K,$331K,1-800-Flowers,2.7,"New York, NY","Carle Place, NY",1001 to 5000 employees,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),Unknown
Data Scientist,$212K,$331K,Aptive,3.5,"Washington, DC","Alexandria, VA",51 to 200 employees,2012,Company - Private,Consulting,Business Services,$25 to $50 million (USD),Unknown
Data Scientist - Image and Video Analytics,$66K,$112K,The Mom Project,4.9,"Longmont, CO","Chicago, IL",1 to 50 employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Unknown
Data Scientist,$66K,$112K,Powertek,3.6,"Washington, DC","Rockville, MD",51 to 200 employees,2001,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),Unknown
Data Scientist,$66K,$112K,JCD Staffing,5.0,"Washington, DC","Germantown, MD",1 to 50 employees,,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,Unknown
Data Scientist,$66K,$112K,Bayside Solutions,3.1,"Sunnyvale, CA","Pleasanton, CA",1 to 50 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),Unknown
Senior Data Engineer,$66K,$112K,Thumbtack,3.9,"San Francisco, CA","San Francisco, CA",501 to 1000 employees,2009,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Unknown
Data Scientist,$66K,$112K,"MILVETS Systems Technology, Inc.",3.4,"Patuxent, Anne Arundel, MD","Orlando, FL",51 to 200 employees,1986,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),Unknown
Machine Learning Scientist / Engineer,$66K,$112K,Apple,4.1,"Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics"
Data Scientist,$66K,$112K,Kforce,4.1,"Fairfax, VA","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),Unknown
Sr. Data Scientist,$66K,$112K,Evolve Vacation Rental,3.5,"Denver, CO","Denver, CO",201 to 500 employees,2011,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,Unknown
"Intelligence Data Analyst, Senior",$66K,$112K,The Buffalo Group,4.3,"Fort Belvoir, VA","Reston, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"ManTech, Booz Allen Hamilton, Leidos"
Data Science Analyst,$66K,$112K,OppLoans,4.4,"Chicago, IL","Chicago, IL",201 to 500 employees,2012,Company - Private,Lending,Finance,$100 to $500 million (USD),Unknown
Data Scientist,$66K,$112K,AgreeYa Solutions,3.8,"Thousand Oaks, CA","Folsom, CA",1001 to 5000 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Unknown
Data Scientist,$66K,$112K,Carolina Power & Light Co,3.7,"McLean, VA","Raleigh, NC",5001 to 10000 employees,1908,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,"South Carolina Electric & Gas, Virginia Electric and Power"
COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - TRANSPORTATION TECHNOLOGY,$66K,$112K,Southwest Research Institute,3.9,"San Antonio, TX","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International"
Data Scientist,$66K,$112K,Brillient,3.9,"Silver Spring, MD","Reston, VA",501 to 1000 employees,2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),Unknown
Data Modeler (Analytical Systems),$66K,$112K,MassMutual,3.7,"Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),Unknown
Data Scientist,$66K,$112K,Xator Corporation,2.9,"Washington, DC","Reston, VA",501 to 1000 employees,,Contract,IT Services,Information Technology,$25 to $50 million (USD),Unknown
Data Scientist,$66K,$112K,HAN IT Staffing Inc.,4.6,"New York, NY","Totowa, NJ",51 to 200 employees,2012,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Unknown
Data Scientist,$66K,$112K,Infinitive Inc,3.4,"McLean, VA","Cedar Rapids, IA",201 to 500 employees,1997,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),Unknown
"Data Engineer (Analytics, SQL, Python, AWS)",$66K,$112K,Travelers,4.0,"Hartford, CT","Hartford, CT",10000+ employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),Unknown
Data Scientist 3 (718),$128K,$201K,Amyris,3.3,"Emeryville, CA","Emeryville, CA",201 to 500 employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),Unknown
Data Scientist,$128K,$201K,Lightspeed Systems,4.3,"Austin, TX","Austin, TX",51 to 200 employees,1999,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Unknown
Senior Data Scientist,$128K,$201K,Thumbtack,3.9,"San Francisco, CA","San Francisco, CA",501 to 1000 employees,2009,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Unknown
Senior Data Analyst - Finance & Platform Analytics,$128K,$201K,Twitch,3.6,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,Unknown
Software Engineer - Machine Learning & Data Science (Applied Intelligence Services Team),$128K,$201K,New Relic,4.7,"Portland, OR","San Francisco, CA",1001 to 5000 employees,2008,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"AppDynamics, Datadog, Dynatrace"
IT Partner Digital Health Technology and Data Science,$128K,$201K,Biogen,3.6,"Cambridge, MA","Cambridge, MA",5001 to 10000 employees,1978,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Unknown
Data Scientist,$128K,$201K,HireAi,,"San Francisco, CA",not available,Unknown,,Unknown,Unknown,Unknown,Unknown / Non-Applicable,Unknown
"Senior Machine Learning Scientist - Bay Area, CA",$128K,$201K,Tempus Labs,3.3,"Redwood City, CA","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Unknown
Data Scientist,$128K,$201K,ICW Group,3.3,"San Diego, CA","San Diego, CA",501 to 1000 employees,1972,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),"Liberty Mutual Insurance, EMPLOYERS, Travelers"
Clinical Data Analyst,$128K,$201K,NYSTEC,3.8,"New York, NY","Rome, NY",51 to 200 employees,1996,Nonprofit Organization,Consulting,Business Services,$25 to $50 million (USD),"KPMG, Accenture, Deloitte"
Data Scientist,$128K,$201K,E3 Federal Solutions,4.5,"Chantilly, VA","McLean, VA",501 to 1000 employees,2004,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,Unknown
Data Engineer,$128K,$201K,Kingfisher Systems,4.5,"Falls Church, VA","Falls Church, VA",51 to 200 employees,2005,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),Unknown
Data Scientist Technical Specialist,$128K,$201K,Peraton,3.4,"Chantilly, VA","Herndon, VA",1001 to 5000 employees,2017,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),Unknown
Senior Data Scientist,$128K,$201K,Group O,3.1,"Chicago, IL","Milan, IL",1001 to 5000 employees,1974,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),Unknown
Data Science Manager,$128K,$201K,Autodesk,4.0,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),Unknown
Computer Vision / Deep Learning Scientist,$128K,$201K,Tempus Labs,3.3,"Chicago, IL","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Unknown
Big Data Engineer,$128K,$201K,CaptiveAire,4.1,"Raleigh, NC","Raleigh, NC",1001 to 5000 employees,1976,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),Unknown
Data Architect,$128K,$201K,LSQ,4.2,"Orlando, FL","Orlando, FL",51 to 200 employees,1996,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),Unknown
Machine Learning Engineer,$128K,$201K,Temboo,3.9,"New York, NY","New York, NY",1 to 50 employees,,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Unknown
Data Scientist,$128K,$201K,Kibo,,"Philadelphia, PA","Marbella, Spain",Unknown,,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,Unknown
Aviation AI/ML Data Scientist,$128K,$201K,MITRE,3.3,"McLean, VA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC"
Data Scientist,$138K,$158K,Mars,3.9,United States,"Mc Lean, VA",10000+ employees,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),Unknown
Data Scientist / Applied Mathematician,$138K,$158K,"Fullpower Technologies, Inc.",4.5,"Santa Cruz, CA","Santa Cruz, CA",51 to 200 employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),Unknown
"Machine Learning Engineer, Sr.",$138K,$158K,AeroVironment,4.2,"Simi Valley, CA","Simi Valley, CA",501 to 1000 employees,1971,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"General Atomics, Boeing, Northrop Grumman"
Data Scientist (TS/SCI w/ Poly),$138K,$158K,Maxar Technologies,3.5,"Herndon, VA","Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),Unknown
Weapons and Sensors Engineer/Scientist,$138K,$158K,Dynetics,4.0,"Huntsville, AL","Huntsville, AL",1001 to 5000 employees,1974,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),Unknown
Applied Computer Scientist,$138K,$158K,Systems & Technology Research,4.5,"Woburn, MA","Woburn, MA",201 to 500 employees,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),Unknown
Senior Data Analyst,$138K,$158K,Novetta,4.5,"Herndon, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton"
Information Systems Engineering Specialist (Engineering Scientist),$138K,$158K,Applied Research Laboratories,3.8,"Austin, TX","Austin, TX",501 to 1000 employees,,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Unknown
Cloud Data Engineer (Azure),$138K,$158K,Navy Federal Credit Union,3.9,"Merrifield, VA","Vienna, VA",10000+ employees,1933,Other Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,Unknown
Scientist/Research Associate-Metabolic Engineering,$138K,$158K,Conagen,2.0,"New Bedford, MA","Bedford, MA",51 to 200 employees,,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Unknown
"Vice President, Biometrics and Clinical Data Management",$138K,$158K,Alector,4.8,"South San Francisco, CA","South San Francisco, CA",51 to 200 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Unknown
Enterprise Data Analyst (Enterprise Portfolio Management Office),$138K,$158K,Navy Federal Credit Union,3.9,"Merrifield, VA","Vienna, VA",10000+ employees,1933,Other Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,Unknown
Senior Scientist - Toxicologist - Product Integrity (Stewardship),$138K,$158K,Reynolds American,3.3,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Unknown
Lead Data Scientist – Network Analysis and Control,$138K,$158K,MITRE,3.3,"Bedford, MA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC"
Senior Machine Learning Engineer,$138K,$158K,LifeOmic,5.0,"Raleigh, NC","Indianapolis, IN",51 to 200 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Unknown
"Sr. Research Associate/ Scientist, NGS prep & Molecular Genomics",$138K,$158K,"Homology Medicines, Inc.",4.4,"New Bedford, MA","Bedford, MA",51 to 200 employees,,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,Unknown
Data Engineer,$138K,$158K,Spectrum Communications and Consulting,3.4,"Chicago, IL","Chicago, IL",51 to 200 employees,1992,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),Unknown
Developer III - Data Science,$138K,$158K,Inland Empire Health Plan,3.3,"Rancho Cucamonga, CA","Rancho Cucamonga, CA",1001 to 5000 employees,1996,Company - Public,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),Unknown
Senior Data Engineer,$138K,$158K,Affinity Solutions,2.9,"New York, NY","New York, NY",51 to 200 employees,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Commerce Signals, Cardlytics, Yodlee"
Hydrogen/Tritium Materials Scientist (Experienced),$138K,$158K,Sandia National Laboratories,3.8,"Livermore, CA","Albuquerque, NM",10000+ employees,1949,Government,Federal Agencies,Government,$2 to $5 billion (USD),"Los Alamos National Laboratory, Lawrence Livermore National Laboratory"
Data Engineer,$138K,$158K,Maxar Technologies,3.5,"McLean, VA","Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),Unknown
Patient Safety- Associate Data Scientist,$80K,$132K,AstraZeneca,4.0,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis"
Senior Data Scientist,$80K,$132K,Autodesk,4.0,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),Unknown
Data Scientist,$80K,$132K,USI,3.4,"Southfield, MI","Saint Paul, MN",1001 to 5000 employees,1998,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),Unknown
Data Scientist,$80K,$132K,GSK,3.9,"Collegeville, PA","Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck"
Data Scientist,$80K,$132K,CIA,3.8,"Washington, DC","Langley, VA",Unknown,1947,Government,Federal Agencies,Government,Unknown / Non-Applicable,Unknown
Data Scientist,$80K,$132K,Maven Wave Partners,4.5,"Chicago, IL","Chicago, IL",201 to 500 employees,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),Unknown
Data Scientist,$80K,$132K,Ovative Group,4.3,"Minneapolis, MN","Minneapolis, MN",51 to 200 employees,2009,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),Unknown
Data Scientist,$80K,$132K,Kognetics,3.6,"Gahanna, OH","New York, NY",1 to 50 employees,,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,Unknown
Data Scientist,$80K,$132K,Envision Healthcare,2.9,"Nashville, TN","Nashville, TN",10000+ employees,2005,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Unknown
Data Scientist,$80K,$132K,"Pragmatics, Inc.",2.9,United States,"Reston, VA",201 to 500 employees,1985,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Unknown
Data Scientist,$80K,$132K,ConsumerTrack,3.2,California,"Los Angeles, CA",51 to 200 employees,2004,Company - Private,Internet,Information Technology,$25 to $50 million (USD),Unknown
Decision Scientist,$80K,$132K,Johns Hopkins University Applied Physics Laboratory,4.5,"Laurel, MD","Laurel, MD",5001 to 10000 employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),"MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman"
Data Scientist - TS/SCI FSP or CI Required,$80K,$132K,Phoenix Operations Group,5.0,"Annapolis Junction, MD","Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),Unknown
Data Scientist,$80K,$132K,Crossover Health,3.5,"San Clemente, CA","Aliso Viejo, CA",1 to 50 employees,2010,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),Unknown
Data Scientist,$80K,$132K,Lorven Technologies Inc,4.0,"New York, NY","Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),Unknown
Data Scientist,$80K,$132K,Meridian Knowledge Solutions,4.4,"Washington, DC","Reston, VA",51 to 200 employees,1997,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),Unknown
Data Scientist,$80K,$132K,UST Global,4.2,"Atlanta, GA","Aliso Viejo, CA",10000+ employees,1999,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),"Cognizant Technology Solutions, Infosys, Wipro"
Data Scientist,$80K,$132K,IMG Systems,3.2,"Plano, TX","Plano, TX",1 to 50 employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),Unknown
Data Scientist,$80K,$132K,Trident Systems Inc,3.4,"Fairfax, VA","Fairfax, VA",51 to 200 employees,1985,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),Unknown
Data Scientist,$80K,$132K,"Tygart Technology, Inc",4.7,"Washington, DC","Fairmont, WV",1 to 50 employees,,Company - Private,Unknown,Unknown,$1 to $5 million (USD),Unknown
(Sr.) Data Scientist -,$87K,$141K,Merrick Bank,3.6,Utah,"South Jordan, UT",201 to 500 employees,1997,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,Unknown
Senior Data Scientist,$87K,$141K,ManTech,4.2,"Alexandria, VA","Herndon, VA",5001 to 10000 employees,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),Unknown
Data Scientist,$87K,$141K,"GrainBridge, LLC",,"Omaha, NE",not available,Unknown,,Unknown,Unknown,Unknown,Unknown / Non-Applicable,Unknown
Data Scientist,$87K,$141K,First Health Group,3.2,"Wellesley, MA","Bethesda, MD",10000+ employees,1853,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),Humana
Data Scientist,$87K,$141K,Sprezzatura Management Consulting,,"Washington, VA","McLean, VA",Unknown,,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,Unknown
Data Scientist,$87K,$141K,"Progress Rail, A Caterpillar Company",2.8,"Fort Worth, TX","Albertville, AL",1001 to 5000 employees,1983,Subsidiary or Business Segment,Rail,Transportation & Logistics,$2 to $5 billion (USD),Unknown
Data Scientist,$87K,$141K,UST Global,4.2,"Atlanta, GA","Aliso Viejo, CA",10000+ employees,1999,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),"Cognizant Technology Solutions, Infosys, Wipro"
Data Scientist,$87K,$141K,Axiologic Solutions,4.5,"Alexandria, VA","Fairfax, VA",51 to 200 employees,2009,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,Unknown
Data Scientist,$87K,$141K,Indigo Slate,3.0,"Bellevue, WA","Bellevue, WA",51 to 200 employees,2006,Company - Private,Consulting,Business Services,$10 to $25 million (USD),Unknown
Data Scientist,$87K,$141K,Cubic,3.3,United States,"San Diego, CA",5001 to 10000 employees,1951,Company - Public,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),"Accenture, Northrop Grumman, Xerox"
Data Scientist,$87K,$141K,Advanced Bio-Logic Solutions Corp,4.0,"Thousand Oaks, CA","Westlake Village, CA",1 to 50 employees,,Company - Private,Unknown,Unknown,Less than $1 million (USD),Unknown
Data Engineer,$87K,$141K,Alignment Healthcare,3.5,"Orange, CA","Orange, CA",501 to 1000 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Unknown
Data Scientist,$87K,$141K,WGSN,3.5,"Baltimore, MD","New York, NY",1 to 50 employees,1998,Company - Private,Consulting,Business Services,$50 to $100 million (USD),Unknown
Data Scientist,$87K,$141K,"ISYS Technologies, Inc.",3.6,"Herndon, VA","Littleton, CO",51 to 200 employees,1990,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),Unknown
Data Scientist,$87K,$141K,TransVoyant,3.0,"Alexandria, VA","Alexandria, VA",51 to 200 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Unknown
Data Scientist/Data Analytics Practitioner,$87K,$141K,Noblis,4.0,"Bridgeport, WV","Reston, VA",1001 to 5000 employees,1996,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),"Booz Allen Hamilton, SAIC, LMI"
Data Scientist,$87K,$141K,Murray Resources,4.6,"The Woodlands, TX","Houston, TX",1 to 50 employees,1988,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),Unknown
Data Scientist,$87K,$141K,Geotab,4.3,"Oakville, CA","Oakville, Canada",1001 to 5000 employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),Unknown
Data Scientist,$87K,$141K,CRS Group,4.7,"Chicago, IL","Itasca, IL",51 to 200 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),Unknown
Data Scientist,$87K,$141K,EGlobalTech,3.7,"Arlington, VA","Vienna, VA",201 to 500 employees,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Unknown
"Data Scientist, Kinship - NYC/Portland",$92K,$155K,Mars,3.9,"New York, NY","Mc Lean, VA",10000+ employees,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),Unknown
Data Scientist,$92K,$155K,Avlino,4.9,New Jersey,"Holmdel, NJ",1 to 50 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),Unknown
Data Scientist,$92K,$155K,"Central Business Solutions, Inc",3.0,"Seattle, WA","Fremont, CA",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),Unknown
Data Scientist,$92K,$155K,KeHE Distributors,2.5,"Naperville, IL","Naperville, IL",5001 to 10000 employees,1954,Company - Private,Wholesale,Business Services,Unknown / Non-Applicable,"United Natural Foods, US Foods, DPI Specialty Foods"
Data Scientist,$92K,$155K,Blackstone Talent Group,3.5,"San Francisco, CA","San Francisco, CA",51 to 200 employees,1998,Company - Private,Consulting,Business Services,$25 to $50 million (USD),Unknown
Data Scientist - TS/SCI Required,$92K,$155K,Phoenix Operations Group,5.0,"Baltimore, MD","Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),Unknown
Data Scientist,$92K,$155K,Sophinea,,"Chantilly, VA",not available,1 to 50 employees,,Unknown,Unknown,Unknown,Unknown / Non-Applicable,Unknown
Senior Data Scientist,$92K,$155K,Maxar Technologies,3.5,"Herndon, VA","Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),Unknown
